,quality,bake temp,chill time,calories,density,bake time,weight,butter type,chocolate,raisins,oats,nuts,peanut butter
2582,5,840,10.0,31.0,0.99656,9.8,16.2,0,1,0,0,0,1
2583,8,420,36.0,167.0,0.9958,9.8,14.0,1,1,0,0,0,0
2584,5,840,4.0,28.0,0.99464,10.1,12.2,0,0,1,0,0,0
2585,10,160,39.0,150.0,0.98713,14.0,9.8,1,0,1,0,0,0
2586,7,560,23.0,174.0,0.9986,9.3,13.0,1,1,0,0,1,0
2587,8,350,26.0,143.0,0.9965,9.8,15.2,1,1,0,0,0,0
2588,8,500,26.0,180.0,0.99884,9.1,15.0,1,1,0,0,0,0
2589,8,480,46.0,129.0,0.991,11.4,12.2,1,1,0,0,0,0
2590,7,820,9.0,17.0,0.99484,12.5,19.8,0,1,0,0,0,0
2592,9,300,29.0,79.0,0.99,12.4,13.6,1,0,1,0,0,0
2593,5,1150,10.0,42.0,0.9971,9.5,15.6,0,0,1,0,1,0
2594,10,560,53.0,212.5,0.9990000000000001,8.9,15.2,1,1,0,0,0,0
2595,8,260,36.0,105.0,0.9896299999999999,12.75,11.6,1,1,0,0,0,0
2596,8,730,56.0,173.0,0.9984,8.7,13.6,1,1,0,0,0,0
2597,9,270,20.0,125.0,0.991,11.3,12.0,1,0,1,0,0,0
2598,7,430,21.0,159.0,0.9948,10.0,14.4,1,1,0,1,0,0
2599,8,590,32.0,139.0,0.9972,11.2,16.6,1,1,0,0,0,0
2600,7,860,37.0,133.0,0.9963,9.2,15.2,1,1,0,0,0,0
2601,9,340,29.0,134.0,0.99056,13.0,13.4,1,1,0,0,1,0
2603,7,440,27.0,191.0,1.00013,8.7,17.4,1,0,1,0,0,0
2604,9,360,37.0,92.0,0.9893799999999999,12.8,12.4,1,0,1,0,0,0
2605,7,460,35.0,192.0,0.9955,9.0,12.8,1,0,1,0,0,0
2606,9,250,29.0,95.0,0.9907100000000001,12.9,13.6,1,0,1,0,0,0
2607,9,360,33.0,101.0,0.99315,10.8,13.8,1,1,0,1,0,0
2608,8,280,17.0,114.0,0.991,13.2,14.6,1,1,0,0,1,0
2609,6,700,12.0,28.0,0.9976799999999999,9.5,14.6,0,0,1,0,1,0
2610,7,740,24.0,44.0,0.99534,11.0,14.4,0,0,1,0,0,0
2611,7,460,13.0,93.0,0.9924,13.0,10.8,0,1,0,0,0,1
2612,8,480,30.0,112.0,0.9913799999999999,11.2,11.4,1,1,0,0,1,0
2613,5,800,36.0,111.0,0.99524,9.7,13.4,0,1,0,0,1,0
2614,9,300,16.0,94.0,0.9902,12.1,13.0,1,0,1,0,0,0
2615,8,480,36.0,125.0,0.9967,9.4,14.2,1,1,0,1,0,0
2616,7,400,42.0,145.0,0.9944200000000001,9.8,11.6,1,1,0,0,0,0
2617,8,600,34.0,162.0,0.9966,11.3,15.6,1,1,0,0,1,0
2618,6,810,6.0,9.0,0.9962799999999999,10.4,20.4,0,0,1,0,0,0
2619,6,500,11.0,76.0,0.9926799999999999,10.4,12.2,1,1,0,1,1,0
2620,8,450,44.0,174.0,0.9966,9.7,14.8,1,1,0,1,0,0
2621,9,370,28.0,141.0,0.993,10.0,14.2,1,1,0,0,0,0
2622,5,490,5.0,13.0,0.9942,11.4,11.2,0,0,1,0,1,0
2624,7,370,49.0,173.0,0.9960100000000001,9.3,13.6,1,1,0,0,0,0
2625,8,320,53.0,172.0,0.9940399999999999,11.0,12.8,1,1,0,0,0,0
2626,6,710,13.0,24.0,0.9943799999999999,11.3,13.6,0,1,0,0,1,0
2627,5,800,21.0,84.0,0.9985,10.1,21.2,0,0,0,0,0,1
2628,6,910,15.0,21.0,0.99572,11.3,14.0,0,1,0,1,1,0
2629,8,330,32.0,95.0,0.9894350000000001,12.0,13.0,1,1,0,0,0,0
2630,8,350,38.0,236.0,0.9976,9.8,13.6,1,1,0,0,0,0
2631,8,370,29.0,131.0,0.9943,11.0,15.4,1,0,1,0,0,0
2632,7,450,41.0,169.0,0.9959,10.6,16.0,1,1,0,0,0,0
2633,9,440,12.0,143.0,0.9918,11.3,14.6,1,1,0,1,0,0
2634,8,420,26.0,81.0,0.9954,9.7,14.8,1,1,0,0,0,0
2635,7,540,31.0,148.0,0.9917799999999999,10.7,14.6,1,1,0,0,0,0
2636,8,150,14.0,73.0,0.9896299999999999,13.2,14.0,1,0,1,0,0,0
2637,7,560,13.0,176.0,0.9946,9.7,17.8,1,0,1,0,0,0
2638,7,360,32.0,85.0,0.9918,10.5,14.4,1,1,0,1,0,0
2639,7,380,34.0,128.0,0.9921,10.1,12.2,1,1,0,0,0,0
2640,6,790,16.0,74.0,0.99656,9.8,16.0,0,0,0,1,1,0
2641,8,430,30.0,165.0,0.9972,10.55,13.6,1,0,1,0,0,0
2642,10,550,28.0,138.0,0.9917100000000001,12.4,12.8,1,0,1,0,0,0
2643,6,590,20.0,38.0,0.9949,10.8,15.4,0,1,0,0,0,0
2644,7,530,20.0,98.0,0.99069,11.4,14.2,1,1,0,0,0,0
2645,7,340,71.0,204.0,0.9942,10.1,13.6,1,1,0,1,0,0
2646,7,470,65.0,224.0,0.9961,8.9,12.4,1,1,0,0,0,0
2647,9,440,52.0,158.0,0.992,10.7,11.6,1,1,0,0,0,0
2648,8,230,19.0,89.0,0.9906799999999999,11.2,11.2,1,1,0,0,0,0
2649,7,400,8.0,84.0,0.9938,10.8,15.6,1,1,0,0,1,0
2650,8,230,33.0,132.0,0.99067,11.7,14.2,1,1,0,1,0,0
2651,9,480,55.0,149.0,0.9937,10.96666667,12.0,1,1,0,0,0,0
2652,7,610,10.0,145.0,0.9942,10.0,16.0,1,1,0,1,0,0
2653,7,660,13.0,30.0,0.9968,9.7,16.2,0,0,1,0,0,0
2654,7,400,60.0,221.0,0.99831,9.4,14.8,1,0,1,0,0,0
2655,5,630,34.0,53.0,0.9958,9.7,13.6,0,0,1,0,1,0
2656,8,380,15.0,129.0,0.9948,9.6,12.8,1,1,0,0,0,0
2657,8,580,47.0,186.0,0.9956,9.9,14.4,1,1,0,0,0,0
2658,8,220,28.0,158.0,0.9907,11.4,12.6,1,1,0,1,0,0
2659,6,460,7.0,69.0,0.9944,10.2,16.4,1,1,0,0,0,0
2660,8,450,53.0,125.0,0.998365,9.4,12.0,1,1,0,0,0,0
2661,10,330,59.0,128.0,0.99192,12.1,13.2,1,1,0,1,0,0
2662,7,630,10.0,19.0,0.9946799999999999,12.0,17.4,0,0,1,0,0,0
2665,8,460,80.0,225.0,0.99685,10.0,13.0,1,1,0,0,0,0
2666,8,340,37.0,121.0,0.9887100000000001,12.1,11.6,1,0,1,0,0,0
2667,7,570,65.0,224.0,0.99956,9.1,13.4,1,0,1,0,0,0
2668,8,310,34.0,137.0,0.9948,11.6,13.8,1,0,1,0,0,0
2670,9,350,23.0,117.0,0.99172,11.94,12.6,1,1,0,0,1,0
2671,7,590,6.0,148.0,0.9983,9.1,14.2,1,0,1,0,0,0
2672,8,400,24.0,125.0,0.9917,10.5,12.4,1,1,0,0,0,0
2673,8,390,32.0,84.0,0.9938,11.5,18.0,1,0,1,0,0,0
2674,6,630,29.0,44.0,0.9948899999999999,10.3,13.0,0,0,1,0,1,0
2675,8,500,19.0,152.0,0.9940000000000001,10.4,20.0,1,1,0,0,0,0
2676,7,530,34.0,104.0,0.99445,9.4,13.6,1,1,0,1,0,0
2677,8,430,14.0,103.0,0.9987,9.2,14.4,1,1,0,0,0,0
2678,8,260,43.0,147.0,0.9904,12.5,13.6,1,1,0,0,0,0
2679,5,620,7.0,50.0,0.9951,9.3,14.0,0,1,0,1,1,0
2680,6,740,16.0,65.0,0.9984200000000001,9.25,13.8,0,1,0,0,0,1
2681,8,530,32.0,111.0,0.99474,10.4,11.4,1,1,0,0,0,0
2682,9,350,47.0,136.0,0.99,12.6,13.8,1,1,0,0,0,0
2683,7,440,66.0,184.0,0.99976,8.9,15.6,1,1,0,0,0,0
2684,8,320,56.0,212.0,0.997,9.5,13.4,1,0,1,0,0,0
2686,9,300,19.0,135.0,0.9894,13.9,11.8,1,0,1,0,0,0
2687,6,590,20.0,31.0,0.99484,10.2,10.8,0,0,1,0,1,0
2688,8,540,24.0,166.0,0.9948,10.5,14.2,1,1,0,0,0,0
2689,7,280,39.0,132.0,0.99182,11.4,13.2,1,1,0,0,0,0
2690,8,430,47.0,197.0,0.99392,10.1,13.0,1,1,0,0,0,0
2691,6,440,25.0,50.0,0.9947799999999999,10.9,18.0,0,0,1,0,0,0
2692,7,440,18.0,132.0,0.992,10.2,13.8,1,0,1,0,0,0
2693,8,480,36.0,182.0,0.9990399999999999,8.8,13.0,1,1,0,0,0,0
2694,7,540,56.0,137.0,0.997,10.0,15.2,1,1,0,1,0,0
2695,8,410,53.0,161.0,0.9920700000000001,10.2,13.2,1,1,0,1,0,0
2696,7,670,20.0,90.0,0.9949600000000001,9.7,14.4,1,1,0,0,0,0
2697,7,500,4.0,65.0,0.99346,10.7,13.6,1,0,1,0,0,0
2698,6,610,26.0,42.0,0.9948899999999999,10.9,13.4,0,1,0,1,1,0
2699,10,210,31.0,119.0,0.98919,13.0,11.0,1,0,1,0,0,0
2700,7,1100,12.0,24.0,0.99549,12.0,17.8,0,0,1,0,0,0
2701,6,580,18.0,38.0,0.99518,11.1,17.0,0,1,0,0,1,0
2702,7,410,23.0,131.0,0.9903299999999999,11.8,12.8,1,1,0,0,0,0
2703,7,380,11.0,30.0,0.9924,9.2,11.6,1,1,0,0,0,0
2704,7,490,44.0,157.0,0.998,9.0,14.8,1,1,0,0,1,0
2705,6,770,5.0,11.0,0.9958,10.3,14.6,0,0,1,0,0,0
2706,7,450,16.0,109.0,0.99249,10.1,17.2,1,0,1,0,0,0
2707,7,400,57.0,213.0,0.99475,10.0,12.8,1,0,1,0,0,0
2708,7,480,52.0,207.0,0.99587,9.2,14.6,1,1,0,0,0,0
2709,7,480,13.0,106.0,0.99331,11.85,15.8,1,0,1,0,0,0
2710,6,470,54.0,210.0,0.9962,8.9,13.0,1,1,0,0,0,0
2711,9,560,33.0,168.0,0.99825,8.7,14.8,1,1,0,1,0,0
2712,9,500,40.0,168.0,0.9976,9.6,14.0,1,0,1,0,0,0
2713,8,420,15.0,93.0,0.9948,10.1,18.4,1,0,0,1,1,0
2714,8,560,72.0,163.0,1.0,9.1,14.8,1,1,0,1,0,0
2715,7,520,35.0,256.0,1.0001,8.6,16.6,1,0,1,0,0,0
2716,6,1230,3.0,8.0,0.9964200000000001,11.9,22.6,0,0,1,0,0,0
2717,9,540,22.0,130.0,0.99193,12.0,13.0,1,1,0,0,0,0
2718,7,500,29.0,155.0,0.9955,9.5,13.6,1,0,1,0,0,0
2719,8,600,34.0,110.0,0.9963,10.5,14.6,1,1,0,0,0,0
2720,8,350,10.0,72.0,0.9894649999999999,12.15,12.0,1,1,0,0,0,0
2721,6,820,12.0,46.0,0.9985,10.7,16.0,0,0,1,0,1,0
2722,5,800,31.0,131.0,0.9962200000000001,9.9,15.6,0,1,0,1,1,0
2723,8,310,31.0,92.0,0.9922,12.0,17.0,1,1,0,0,0,0
2724,7,940,27.0,166.0,0.99474,9.5,14.2,1,0,1,0,0,0
2725,9,290,29.0,109.0,0.9902,12.8,14.4,1,0,1,0,0,0
2726,8,380,31.0,122.0,0.9927,10.3,14.4,1,1,0,0,0,0
2727,8,400,24.0,187.0,0.9956,9.5,17.2,1,1,0,1,0,0
2728,7,530,46.0,238.0,0.9977,8.6,12.2,1,0,1,0,0,0
2729,5,760,10.0,38.0,0.99735,9.4,16.8,0,0,0,1,1,0
2730,8,420,51.0,180.0,0.9952,9.5,13.2,1,1,0,0,0,0
2731,7,1200,25.0,36.0,0.99519,11.3,12.8,0,0,1,0,1,0
2732,8,340,17.0,81.0,0.9951200000000001,10.0,13.4,1,1,0,1,0,0
2733,5,800,7.0,35.0,0.9961,9.5,14.6,0,0,1,0,0,0
2734,7,460,51.0,180.0,0.9958,8.9,13.8,1,0,1,0,0,0
2735,9,430,41.0,149.0,0.9926,10.8,11.6,1,1,0,0,0,0
2736,7,420,32.0,160.0,0.9944,10.7,15.2,1,1,0,0,0,0
2737,7,550,36.0,176.0,0.9986,9.1,12.8,1,0,1,0,0,0
2738,9,370,37.0,102.0,0.992,11.0,14.4,1,1,0,0,0,0
2739,7,620,15.0,28.0,0.9947,11.3,14.4,0,0,1,0,0,0
2740,8,360,44.0,161.0,0.9977,8.9,15.6,1,1,0,0,0,0
2741,7,490,29.0,118.0,0.9936,9.5,13.6,1,0,1,0,0,0
2742,7,330,39.0,121.0,0.9887,12.0,11.6,1,0,1,0,0,0
2743,5,840,8.0,24.0,0.9957799999999999,9.7,20.0,0,1,0,1,1,0
2744,8,700,44.0,179.0,0.99666,8.9,13.4,1,1,0,0,0,0
2745,9,340,31.0,114.0,0.99365,10.13333333,12.2,1,1,0,1,0,0
2746,8,320,29.0,80.0,0.98972,12.1,14.0,1,1,0,1,0,0
2747,8,410,30.0,113.0,0.99445,9.4,10.8,1,1,0,1,0,0
2748,7,430,42.0,157.0,0.99455,10.5,12.8,1,1,0,1,0,0
2750,8,410,15.0,102.0,0.9929,10.4,15.4,1,1,0,0,0,0
2751,8,490,26.0,82.0,0.993,9.8,13.6,1,1,0,1,0,0
2752,8,520,27.0,91.0,0.9943200000000001,10.4,10.8,1,1,0,0,0,0
2753,9,390,47.0,129.0,0.9967799999999999,10.3,13.0,1,1,0,1,0,0
2754,8,490,42.0,166.0,0.992,10.4,11.2,1,1,0,0,0,0
2756,7,370,27.0,126.0,0.9918,12.0,14.2,1,0,1,0,0,0
2757,8,550,51.0,170.0,1.0004,8.9,16.8,1,1,0,0,0,0
2758,8,740,47.0,130.0,0.9913200000000001,10.3,9.6,1,1,0,0,0,0
2759,9,220,23.0,174.0,0.9922,11.6,11.2,1,0,1,0,0,0
2761,8,580,34.0,199.0,0.9972,9.3,15.6,1,1,0,0,1,0
2762,9,280,26.0,168.0,0.9911,12.1,15.4,1,1,0,0,0,0
2764,7,410,4.0,10.0,0.9938600000000001,12.5,16.8,0,1,0,0,0,0
2765,8,380,28.0,109.0,0.9896799999999999,13.4,14.2,1,1,0,0,1,0
2766,7,700,9.0,20.0,0.99426,12.7,16.6,0,0,1,0,0,0
2767,8,290,41.0,131.0,0.99326,10.8,13.8,1,1,0,0,0,0
2768,9,320,32.0,148.0,0.9945799999999999,11.5,17.8,1,0,1,0,0,0
2769,5,800,11.0,34.0,0.9976,9.5,16.0,0,0,0,1,1,0
2770,7,690,11.0,25.0,0.9955,10.1,12.2,0,1,0,0,1,0
2771,8,310,28.0,106.0,0.9970399999999999,10.55,11.6,1,0,1,0,0,0
2772,4,820,9.0,23.0,0.99585,9.05,13.8,0,1,0,0,1,0
2773,7,400,31.0,101.0,0.9900899999999999,12.0,13.2,1,1,0,0,0,0
2774,5,1040,12.0,47.0,0.9964,9.5,15.6,0,0,1,0,1,0
2775,6,860,20.0,44.0,0.9965,10.7,15.0,0,0,1,0,1,0
2776,9,330,14.0,82.0,0.9913200000000001,11.2,13.8,1,1,0,1,0,0
2777,5,880,9.0,92.0,0.9963,9.4,14.2,0,1,0,1,1,0
2778,7,520,24.0,113.0,0.9957600000000001,9.4,13.4,1,1,0,0,1,0
2779,5,420,6.0,12.0,0.9954200000000001,10.7,16.2,0,0,1,0,0,0
2780,10,560,53.0,212.5,0.9990000000000001,8.9,15.2,1,1,0,0,0,0
2781,7,380,22.0,111.0,0.99687,9.7,13.8,1,0,1,0,0,0
2782,6,790,6.0,9.0,0.9948,11.5,12.2,0,0,1,0,1,0
2783,8,390,50.0,139.0,0.99165,11.3,11.8,1,1,0,1,0,0
2784,7,490,67.0,210.0,0.9990700000000001,9.5,14.8,1,0,1,0,0,0
2785,8,450,30.0,122.0,0.99415,9.9,12.2,1,1,0,0,0,0
2786,9,480,40.0,170.0,0.9938,10.0,12.0,1,1,0,0,0,0
2787,5,700,5.0,12.0,0.9942,9.8,14.2,0,1,0,1,1,0
2788,8,330,23.0,100.0,0.9911700000000001,12.7,15.8,1,1,0,0,1,0
2790,7,540,57.0,170.0,0.9972,9.4,11.8,1,1,0,0,0,0
2791,7,650,42.0,178.0,0.9955200000000001,9.4,13.8,1,1,0,0,1,0
2792,7,450,31.0,100.0,0.9942,10.2,14.2,1,0,1,0,0,0
2795,8,480,42.0,180.0,0.9974,10.1,15.0,1,1,0,0,0,0
2796,8,460,34.0,116.0,0.99224,11.4,11.8,1,1,0,0,0,0
2797,6,340,26.0,172.0,0.9944,10.5,15.2,1,0,1,0,0,0
2798,8,500,40.0,127.0,0.9942,9.7,13.6,1,1,0,1,0,0
2799,6,830,6.0,20.0,0.9963,10.2,15.4,0,1,0,1,1,0
2801,7,480,52.0,207.0,0.99587,9.2,14.6,1,1,0,0,0,0
2802,6,1040,14.0,30.0,0.9966,10.7,13.6,0,0,0,1,1,0
2803,9,420,19.0,120.0,0.9895200000000001,12.7,12.0,1,0,1,0,0,0
2804,7,520,4.0,10.0,0.99356,12.8,16.4,0,1,0,0,0,0
2805,7,460,9.0,116.0,0.9944,9.4,15.2,1,0,1,0,0,0
2806,6,720,31.0,92.0,0.99566,11.06666667,14.6,0,1,0,1,1,0
2807,7,760,47.0,154.0,0.9967,9.0,13.6,1,1,0,0,0,0
2808,8,260,29.0,93.0,0.99035,12.2,13.6,1,1,0,0,0,0
2809,6,760,23.0,94.0,0.9968600000000001,9.5,15.8,0,0,1,0,1,0
2812,10,250,31.0,105.0,0.99082,12.6,14.2,1,1,0,0,0,0
2813,4,810,12.0,24.0,0.99798,9.6,16.2,0,0,0,1,1,0
2814,9,300,26.0,132.0,0.9940000000000001,11.0,14.8,1,1,0,1,0,0
2815,8,440,33.0,98.0,0.99536,9.2,12.0,1,1,0,1,0,0
2816,8,480,23.0,76.0,0.9903,12.0,15.2,1,1,0,0,0,0
2818,8,630,48.0,191.0,0.9978,9.0,14.6,1,1,0,0,0,0
2819,9,280,26.0,75.0,0.9922,10.8,14.0,1,1,0,1,0,0
2820,7,410,58.0,160.0,0.9977,8.6,14.6,1,0,1,0,0,0
2821,7,420,9.0,84.0,0.9943200000000001,10.2,11.2,1,1,0,1,1,0
2822,8,550,39.0,198.0,0.9951,10.2,14.0,1,1,0,0,0,0
2823,7,530,16.0,92.0,0.99372,9.3,14.0,1,1,0,0,0,0
2824,6,640,31.0,43.0,0.99371,11.8,15.4,0,0,0,1,1,0
2825,8,540,23.0,135.0,0.9998,9.0,15.6,1,0,1,0,0,0
2826,10,560,53.0,212.5,0.9990000000000001,8.9,15.2,1,1,0,0,0,0
2827,9,400,27.0,103.0,0.9916,10.8,15.2,1,1,0,1,0,0
2829,9,360,45.0,140.0,0.99216,12.0,14.0,1,0,1,0,0,0
2830,7,340,16.0,116.0,0.9989,9.2,13.6,1,1,0,0,0,0
2832,5,760,36.0,60.0,0.9949399999999999,9.3,15.0,0,1,0,1,1,0
2833,9,230,28.0,110.0,0.991,12.5,12.6,1,1,0,0,1,0
2834,8,460,15.0,110.0,0.99828,9.2,13.0,1,1,0,0,0,0
2835,10,320,19.0,86.0,0.98934,13.4,12.4,1,0,1,0,0,0
2837,8,360,27.0,150.0,0.99445,10.6,12.6,1,1,0,0,0,0
2838,9,550,55.0,205.0,0.9986,9.0,14.4,1,1,0,0,0,0
2839,6,780,17.0,32.0,0.9955,12.8,13.4,0,0,0,1,1,0
2840,8,450,53.0,154.0,0.9975200000000001,10.4,13.2,1,1,0,1,0,0
2841,9,330,23.0,94.0,0.991,11.8,11.4,1,0,1,0,0,0
2842,5,730,34.0,44.0,0.9949399999999999,9.3,15.0,0,0,1,0,1,0
2843,7,360,69.0,168.0,0.9921200000000001,10.46666667,9.8,1,0,1,0,0,0
2844,9,550,55.0,205.0,0.9986,9.0,14.4,1,1,0,0,0,0
2845,8,420,22.0,124.0,0.9944,10.8,16.2,1,1,0,0,0,0
2846,6,700,7.0,17.0,0.99659,9.4,15.6,0,0,1,0,1,0
2847,8,330,37.0,158.0,0.9955,11.3,15.6,1,1,0,0,1,0
2848,6,490,36.0,109.0,0.9900700000000001,12.7,16.0,0,1,0,1,0,0
2849,5,740,27.0,65.0,0.9969,10.7,18.6,0,0,1,0,0,0
2850,7,500,40.0,227.0,0.99679,9.0,14.8,1,0,1,0,0,0
2851,8,470,17.0,109.0,0.99498,10.4,13.6,1,1,0,1,0,0
2852,9,470,42.0,119.0,0.9915799999999999,11.0,12.4,1,1,0,0,0,0
2853,6,650,8.0,17.0,0.99774,10.5,18.2,0,0,1,0,1,0
2854,7,430,23.0,72.0,0.99236,10.5,15.2,1,1,0,0,0,0
2855,5,920,12.0,28.0,0.9994,10.0,16.6,0,0,0,1,1,0
2856,9,580,28.0,105.0,0.9946,10.2,13.4,1,1,0,1,0,0
2857,7,390,26.0,159.0,0.9965,10.8,11.6,1,1,0,0,0,0
2858,8,340,47.0,90.0,0.98862,12.6,12.0,1,1,0,0,0,0
2859,7,280,40.0,184.0,0.9962,10.7,14.2,1,1,0,0,0,1
2860,8,460,27.0,154.0,0.9927,10.5,15.6,1,1,0,0,0,0
2861,8,570,14.0,108.0,0.9928,11.5,16.4,1,1,0,0,0,0
2862,9,320,22.0,90.0,0.9925799999999999,12.1,12.0,1,0,1,0,0,0
2863,8,440,6.0,114.0,0.9914,12.8,15.2,1,1,0,1,0,0
2864,7,710,6.0,14.0,0.99702,11.8,20.0,0,1,0,0,1,0
2865,9,380,60.0,149.0,0.99725,10.0,13.4,1,1,0,0,0,0
2866,8,370,29.0,124.0,0.9941399999999999,10.9,14.2,1,0,1,0,0,0
2867,8,410,47.0,190.0,0.9982,10.0,17.0,1,0,1,0,0,0
2868,7,320,31.0,161.0,0.99154,10.5,15.0,1,0,1,0,0,0
2869,6,790,26.0,65.0,0.99716,9.5,15.2,0,0,1,0,0,0
2870,6,870,27.0,61.0,0.9965,10.7,15.8,0,0,1,0,1,0
2871,8,260,36.0,105.0,0.9896299999999999,12.75,11.6,1,1,0,0,0,0
2872,7,360,38.0,114.0,0.9928,9.4,11.8,1,1,0,0,0,0
2873,5,1020,37.0,92.0,0.9996,10.1,19.2,0,0,1,0,1,0
2874,8,430,20.0,116.0,0.9927,10.2,16.6,1,1,0,0,0,0
2875,8,760,48.0,209.0,0.9978,9.0,12.8,1,1,0,0,1,0
2876,8,410,66.0,272.0,0.9969,9.1,14.2,1,1,0,0,0,0
2877,7,590,28.0,199.0,0.9961,10.3,14.0,1,1,0,0,0,0
2878,8,410,38.0,118.0,0.9939,10.8,13.6,1,1,0,0,0,0
2879,7,490,12.0,86.0,0.9934,9.4,14.2,1,1,0,0,0,0
2881,5,710,23.0,58.0,0.9963299999999999,10.6,12.2,0,0,1,0,0,0
2882,7,480,52.0,168.0,0.9993,9.4,11.8,1,1,0,0,0,0
2883,6,620,15.0,23.0,0.9962700000000001,11.0,13.2,0,1,0,0,0,1
2884,5,960,25.0,101.0,1.00024,10.0,23.2,0,1,0,0,1,0
2885,7,1360,15.0,93.0,0.99336,9.5,13.2,1,0,1,0,0,0
2886,8,630,48.0,191.0,0.9978,9.0,14.6,1,1,0,0,0,0
2887,8,450,53.0,180.0,0.9936,10.5,14.8,1,1,0,0,0,0
2888,8,440,25.0,96.0,0.9932,10.3,12.8,1,1,0,1,0,0
2889,8,400,32.0,148.0,0.9936,10.0,16.2,1,1,0,0,0,0
2890,6,760,12.0,21.0,0.99551,10.2,17.6,0,1,0,0,1,0
2891,7,500,59.0,150.0,0.99772,9.0,12.4,1,1,0,0,0,0
2892,6,850,6.0,39.0,0.99346,11.9,14.0,0,1,0,0,1,0
2893,8,500,31.0,156.0,0.9946,9.4,14.6,1,1,0,1,0,0
2895,4,680,15.0,29.0,0.99524,11.1,13.6,0,1,0,1,1,0
2896,6,800,15.0,28.0,0.99444,12.5,10.4,0,1,0,1,1,0
2897,7,540,19.0,101.0,0.9946,10.0,15.0,1,1,0,1,0,0
2898,9,250,37.0,107.0,0.99159,11.3,13.4,1,0,1,0,0,0
2899,9,400,29.0,121.0,0.99111,12.1,13.0,1,1,0,0,0,0
2900,7,260,10.0,56.0,0.9935200000000001,9.9,14.0,1,1,0,1,0,0
2901,7,480,39.0,177.0,0.9921200000000001,10.6,13.0,1,0,1,0,1,0
2902,8,450,57.0,151.0,0.9913,11.2,11.4,1,1,0,1,0,0
2903,10,490,41.0,122.0,0.993,10.5,13.6,1,1,0,0,0,0
2904,7,260,13.0,60.0,0.9956,11.05,16.6,1,1,0,1,0,0
2905,8,590,33.0,181.0,0.9955,10.9,15.6,1,0,1,0,0,0
2906,7,90,65.0,100.0,0.9874,13.5,10.0,1,1,0,1,1,0
2907,8,590,23.0,136.0,0.9957,10.1,13.2,1,0,1,0,0,0
2908,8,490,59.0,195.0,0.9959600000000001,10.5,13.8,1,0,1,0,1,0
2909,7,490,6.0,94.0,0.9937,10.1,16.6,1,1,0,1,0,0
2912,8,380,52.0,155.0,0.995,9.4,12.6,1,1,0,0,0,0
2913,9,340,30.0,102.0,0.9912,12.3,14.2,1,0,1,0,0,0
2914,8,490,14.0,132.0,0.9940000000000001,9.5,12.6,1,0,1,0,0,0
2915,8,510,25.0,166.0,0.99339,11.35,13.0,1,1,0,0,0,0
2917,7,420,35.0,156.0,0.9917,11.3,14.8,1,1,0,0,0,0
2918,5,800,18.0,28.0,0.99765,9.4,14.6,0,0,0,1,1,0
2919,8,830,10.0,133.0,0.9942,10.8,14.0,1,1,0,0,0,0
2920,7,420,35.0,156.0,0.9917,11.3,14.8,1,1,0,0,0,0
2923,9,290,43.0,106.0,0.9911200000000001,11.5,13.2,1,1,0,0,0,0
2924,8,370,36.0,123.0,0.99321,10.9,14.0,1,1,0,0,0,0
2925,7,360,24.0,112.0,0.9932,10.0,15.2,1,1,0,1,0,0
2926,6,360,19.0,50.0,0.9931200000000001,11.1,13.8,1,0,0,1,1,0
2927,8,470,13.0,114.0,0.9941,10.5,14.8,1,1,0,0,0,0
2929,5,720,11.0,41.0,0.9967,9.1,16.2,0,0,0,1,1,0
2930,10,400,34.0,108.0,0.99155,12.8,15.0,1,1,0,0,1,0
2931,9,280,27.0,87.0,0.9936,11.4,14.0,1,0,1,0,0,0
2932,5,500,32.0,96.0,0.9934,11.5,10.0,0,0,0,0,0,1
2933,8,550,18.0,150.0,0.9917,11.2,14.8,1,1,0,1,0,0
2934,8,470,23.0,92.0,0.9923200000000001,10.0,11.8,1,1,0,0,0,0
2935,7,710,10.0,14.0,0.9953799999999999,11.7,15.2,0,0,0,1,1,0
2936,6,900,35.0,73.0,0.9990000000000001,9.5,20.6,0,0,1,0,1,0
2938,10,330,15.0,86.0,0.99044,11.2,16.0,1,1,0,1,0,0
2939,5,490,17.0,99.0,0.9937,13.0,11.2,0,0,1,0,1,0
2940,9,290,64.0,158.0,0.9916,12.0,15.8,1,0,1,0,0,0
2941,9,500,25.0,135.0,0.9984,8.7,14.8,1,1,0,1,0,0
2943,9,580,49.0,192.0,0.9979,9.0,14.4,1,1,0,0,0,0
2944,7,470,28.0,237.0,0.9981,8.7,12.4,1,0,1,0,0,0
2945,7,490,28.0,129.0,0.99226,10.8,14.2,1,1,0,0,0,0
2946,8,430,25.0,109.0,0.9932,10.3,15.2,1,1,0,1,0,0
2947,8,280,22.0,157.0,0.9938,10.6,14.4,1,1,0,0,0,0
2948,8,420,49.0,161.0,0.9945,10.4,12.8,1,1,0,1,0,0
2949,7,460,21.0,87.0,0.9934,10.2,11.8,1,0,1,0,0,0
2950,8,460,39.0,118.0,0.99834,9.1,13.2,1,1,0,0,0,0
2951,8,430,14.0,103.0,0.9987,9.2,14.4,1,1,0,0,0,0
2952,8,550,51.0,170.0,1.0004,8.9,16.8,1,1,0,0,0,0
2953,7,380,22.0,63.0,0.9932,9.3,11.8,1,1,0,0,1,0
