,sugar to flour ratio,sugar index,bake temp,chill time,calories,pH,grams baking soda,bake time,quality,butter type,chocolate,raisins,oats,nuts,peanut butter
2867,0.36,14.9,410,47.0,190.0,8.08,0.31,10.0,8,1,0,1,0,0,0
2868,0.32,1.4,320,31.0,161.0,7.95,0.42,10.5,7,1,0,1,0,0,0
2869,0.31,1.7,790,26.0,65.0,8.46,0.62,9.5,6,0,0,1,0,0,0
2870,0.06,4.0,870,27.0,61.0,8.36,0.67,10.7,6,0,0,1,0,1,0
2871,0.3,3.9,260,36.0,105.0,8.26,0.58,12.75,8,1,1,0,0,0,0
2872,0.3,1.0,360,38.0,114.0,8.58,0.48,9.4,7,1,1,0,0,0,0
2873,0.23,3.4,1020,37.0,92.0,8.3,0.65,10.1,5,0,0,1,0,1,0
2874,0.34,1.1,430,20.0,116.0,8.0,0.47,10.2,8,1,1,0,0,0,0
2875,0.74,12.8,760,48.0,209.0,8.12,0.58,9.0,8,1,1,0,0,1,0
2876,0.32,10.3,410,66.0,272.0,8.17,0.52,9.1,8,1,1,0,0,0,0
2877,0.29,3.9,590,28.0,199.0,8.54,0.59,10.3,7,1,1,0,0,0,0
2878,0.32,7.0,410,38.0,118.0,8.25,0.52,10.8,8,1,1,0,0,0,0
2879,0.26,1.9,490,12.0,86.0,8.15,0.38,9.4,7,1,1,0,0,0,0
2880,0.66,3.0,930,12.0,30.0,8.18,0.63,10.8,7,0,0,1,0,0,0
2881,0.25,2.3,710,23.0,58.0,8.42,0.97,10.6,5,0,0,1,0,0,0
2882,0.27,18.2,480,52.0,168.0,8.35,0.44,9.4,7,1,1,0,0,0,0
2883,0.02,2.4,620,15.0,23.0,8.54,0.6,11.0,6,0,1,0,0,0,1
2884,0.58,2.8,960,25.0,101.0,8.13,0.53,10.0,5,0,1,0,0,1,0
2885,0.29,2.4,1360,15.0,93.0,8.18,0.6,9.5,7,1,0,1,0,0,0
2886,0.37,14.3,630,48.0,191.0,7.89,0.38,9.0,8,1,1,0,0,0,0
2887,0.29,1.6,450,53.0,180.0,8.34,0.68,10.5,8,1,1,0,0,0,0
2888,0.31,1.1,440,25.0,96.0,8.54,0.51,10.3,8,1,1,0,1,0,0
2889,0.49,1.0,400,32.0,148.0,8.13,0.41,10.0,8,1,1,0,0,0,0
2890,0.43,1.4,760,12.0,21.0,8.21,0.75,10.2,6,0,1,0,0,1,0
2891,0.26,13.1,500,59.0,150.0,8.31,0.46,9.0,7,1,1,0,0,0,0
2892,0.3,2.0,850,6.0,39.0,8.33,0.46,11.9,6,0,1,0,0,1,0
2893,0.68,1.5,500,31.0,156.0,8.32,0.64,9.4,8,1,1,0,1,0,0
2895,0.09,3.9,680,15.0,29.0,8.41,0.52,11.1,4,0,1,0,1,1,0
2896,0.0,2.15,800,15.0,28.0,8.78,0.61,12.5,6,0,1,0,1,1,0
2897,0.38,1.8,540,19.0,101.0,8.24,0.44,10.0,7,1,1,0,1,0,0
2898,0.29,2.8,250,37.0,107.0,8.31,0.63,11.3,9,1,0,1,0,0,0
2899,0.34,3.6,400,29.0,121.0,8.28,0.48,12.1,9,1,1,0,0,0,0
2900,0.28,1.3,260,10.0,56.0,8.46,0.45,9.9,7,1,1,0,1,0,0
2901,0.25,1.7,480,39.0,177.0,8.28,0.57,10.6,7,1,0,1,0,1,0
2902,0.28,3.7,450,57.0,151.0,8.22,0.27,11.2,8,1,1,0,1,0,0
2903,0.42,1.7,490,41.0,122.0,8.47,0.48,10.5,10,1,1,0,0,0,0
2904,0.36,8.8,260,13.0,60.0,8.13,0.35,11.05,7,1,1,0,1,0,0
2905,0.26,9.9,590,33.0,181.0,8.04,0.42,10.9,8,1,0,1,0,0,0
2906,0.12,1.3,90,65.0,100.0,8.26,0.37,13.5,7,1,1,0,1,1,0
2907,0.27,6.2,590,23.0,136.0,8.3,0.49,10.1,8,1,0,1,0,0,0
2908,0.26,12.7,490,59.0,195.0,8.26,0.54,10.5,8,1,0,1,0,1,0
2909,0.37,1.2,490,6.0,94.0,8.18,0.52,10.1,7,1,1,0,1,0,0
2912,0.25,5.8,380,52.0,155.0,8.28,0.38,9.4,8,1,1,0,0,0,0
2913,0.3,3.3,340,30.0,102.0,8.08,0.31,12.3,9,1,0,1,0,0,0
2914,0.34,1.6,490,14.0,132.0,8.3,0.49,9.5,8,1,0,1,0,0,0
2915,0.3,9.15,510,25.0,166.0,8.24,0.56,11.35,8,1,1,0,0,0,0
2917,0.49,1.1,420,35.0,156.0,8.13,0.55,11.3,7,1,1,0,0,0,0
2918,0.0,2.2,800,18.0,28.0,8.41,0.6,9.4,5,0,0,0,1,1,0
2919,0.36,4.9,830,10.0,133.0,8.33,0.37,10.8,8,1,1,0,0,0,0
2920,0.49,1.1,420,35.0,156.0,8.13,0.55,11.3,7,1,1,0,0,0,0
2923,0.29,5.35,290,43.0,106.0,7.93,0.43,11.5,9,1,1,0,0,0,0
2924,0.42,5.3,370,36.0,123.0,8.14,0.52,10.9,8,1,1,0,0,0,0
2925,0.4,1.3,360,24.0,112.0,8.14,0.76,10.0,7,1,1,0,1,0,0
2926,0.13,6.3,360,19.0,50.0,8.09,0.25,11.1,6,1,0,0,1,1,0
2927,0.3,8.1,470,13.0,114.0,8.12,0.35,10.5,8,1,1,0,0,0,0
2929,0.22,2.2,720,11.0,41.0,8.36,0.55,9.1,5,0,0,0,1,1,0
2930,0.34,4.3,400,34.0,108.0,8.14,0.45,12.8,10,1,1,0,0,1,0
2931,0.3,6.5,280,27.0,87.0,8.4,0.42,11.4,9,1,0,1,0,0,0
2932,0.24,1.6,500,32.0,96.0,8.74,0.62,11.5,5,0,0,0,0,0,1
2933,0.49,1.2,550,18.0,150.0,8.23,0.47,11.2,8,1,1,0,1,0,0
2934,0.4,1.3,470,23.0,92.0,8.2,0.45,10.0,8,1,1,0,0,0,0
2935,0.02,2.5,710,10.0,14.0,8.51,0.71,11.7,7,0,0,0,1,1,0
2936,0.42,2.8,900,35.0,73.0,8.28,0.7,9.5,6,0,0,1,0,1,0
2938,0.25,1.1,330,15.0,86.0,7.98,0.39,11.2,10,1,1,0,1,0,0
2939,0.09,2.3,490,17.0,99.0,8.63,0.63,13.0,5,0,0,1,0,1,0
2940,0.3,2.7,290,64.0,158.0,8.12,0.59,12.0,9,1,0,1,0,0,0
2941,0.27,15.5,500,25.0,135.0,7.9,0.43,8.7,9,1,1,0,1,0,0
2942,0.52,2.2,710,12.0,35.0,8.1,0.56,9.0,6,0,1,0,0,1,0
2943,0.39,14.2,580,49.0,192.0,7.98,0.48,9.0,9,1,1,0,0,0,0
2944,0.3,11.1,470,28.0,237.0,8.18,0.49,8.7,7,1,0,1,0,0,0
2945,0.37,1.5,490,28.0,129.0,8.15,0.52,10.8,7,1,1,0,0,0,0
2946,0.44,1.4,430,25.0,109.0,8.11,0.75,10.3,8,1,1,0,1,0,0
2947,0.36,2.5,280,22.0,157.0,8.48,0.49,10.6,8,1,1,0,0,0,0
2948,0.49,6.4,420,49.0,161.0,8.34,0.44,10.4,8,1,1,0,1,0,0
2949,0.04,5.7,460,21.0,87.0,8.22,0.51,10.2,7,1,0,1,0,0,0
2950,0.29,14.4,460,39.0,118.0,8.05,0.5,9.1,8,1,1,0,0,0,0
2951,0.61,16.2,430,14.0,103.0,8.06,0.36,9.2,8,1,1,0,0,0,0
2952,0.38,11.8,550,51.0,170.0,8.34,0.82,8.9,8,1,1,0,0,0,0
2953,0.02,0.8,380,22.0,63.0,8.36,0.36,9.3,7,1,1,0,0,1,0
2954,0.26,12.3,440,24.0,205.0,8.11,0.58,9.9,7,1,0,1,0,0,0
2955,0.26,11.8,530,55.0,173.0,8.11,0.6,9.8,7,1,1,0,0,0,0
2956,0.33,5.4,280,21.0,75.0,8.36,0.41,13.5,9,1,1,0,0,0,0
2957,0.22,2.2,790,12.0,48.0,8.18,0.51,9.6,5,0,0,0,1,1,0
2958,0.21,1.6,1060,10.0,37.0,8.17,0.91,9.5,5,0,1,0,0,1,0
2959,0.31,8.0,500,29.0,213.0,8.28,0.57,10.4,8,1,1,0,0,0,0
2960,0.31,1.7,480,17.0,61.0,8.24,0.37,12.0,9,1,1,0,0,0,0
2961,0.25,1.2,520,34.0,181.0,8.3,0.42,9.4,9,1,1,0,1,0,0
2962,0.34,1.0,350,40.0,86.0,8.5,0.42,11.7,7,1,1,0,0,0,0
2964,0.2,7.6,310,49.0,170.0,8.22,0.48,9.5,7,1,0,1,0,0,0
2965,0.32,8.5,580,47.0,186.0,8.19,0.4,9.9,8,1,1,0,0,0,0
2966,0.31,1.6,320,36.0,109.0,7.97,0.43,11.9,8,1,1,0,0,0,0
2967,0.03,2.3,590,32.0,48.0,8.52,0.56,12.3,7,0,1,0,0,0,1
2968,0.29,7.4,280,16.0,87.0,8.15,0.56,10.9,9,1,1,0,0,0,0
2969,0.31,13.9,400,57.0,135.0,8.21,0.38,10.7,7,1,1,0,0,0,0
2970,0.49,1.5,310,17.0,122.0,8.03,0.4,10.3,8,1,1,0,1,0,0
2971,0.23,14.8,540,28.0,174.0,8.18,0.49,9.7,7,1,1,0,0,1,0
2972,0.28,7.2,400,46.0,179.0,8.14,0.6,10.1,8,1,1,0,0,0,0
2973,0.32,12.2,480,36.0,125.0,7.92,0.54,9.4,8,1,1,0,1,0,0
2974,0.0,1.8,820,5.0,16.0,8.5,0.44,11.9,6,0,0,1,1,0,0
2975,0.35,1.8,400,29.0,84.0,7.91,0.57,12.0,9,1,1,0,1,0,0
2976,0.44,11.0,500,50.0,245.0,8.19,0.57,9.3,6,1,1,0,1,1,0
2977,0.28,1.1,390,24.0,78.0,8.36,0.47,12.1,8,1,1,0,0,0,0
2978,0.28,13.3,500,47.0,132.0,8.34,0.42,10.1,8,1,1,0,1,0,0
2979,0.46,2.2,910,10.0,41.0,8.18,0.69,11.9,6,0,1,0,0,1,0
2980,0.3,1.3,530,24.0,186.0,8.29,0.54,9.9,6,1,0,1,0,0,0
2981,0.3,4.6,420,19.0,101.0,8.31,0.42,9.3,8,1,1,0,1,0,0
2982,0.4,1.5,730,14.0,21.0,8.14,0.51,10.9,6,0,1,0,0,0,0
2983,0.37,1.2,480,22.0,184.0,8.09,0.43,9.3,7,1,0,1,0,0,0
2984,0.1,2.6,680,4.0,14.0,8.3,0.47,10.5,5,0,1,0,0,1,0
2985,0.25,4.3,540,22.0,111.0,8.12,0.49,9.2,7,1,0,1,0,0,0
2986,0.15,1.8,770,26.0,35.0,8.32,0.82,11.6,6,0,0,1,0,1,0
2987,0.0,1.65,550,7.0,12.0,8.47,0.53,12.9,6,0,1,0,1,1,0
2988,0.29,2.2,540,19.0,49.0,8.4,0.76,10.9,7,0,1,0,0,0,0
2989,0.25,4.8,290,54.0,128.0,8.17,0.44,12.2,9,1,1,0,0,0,0
2990,0.03,3.2,710,27.0,58.0,8.61,0.49,12.7,6,0,1,0,0,0,1
2991,0.26,1.4,600,33.0,154.0,8.24,0.56,9.5,8,1,1,0,0,0,0
2992,0.09,5.1,380,52.0,97.0,8.41,0.4,12.2,9,1,0,1,0,1,0
2993,0.24,2.0,790,16.0,86.0,8.34,0.64,9.5,6,0,0,1,0,1,0
2994,0.56,11.9,430,66.0,230.0,8.02,0.63,9.3,7,1,1,0,0,0,0
2995,0.45,2.3,710,16.0,40.0,8.39,0.62,9.4,5,0,0,1,0,1,0
2996,0.68,10.9,450,38.0,133.0,8.0,0.36,8.7,7,1,1,0,0,0,0
2997,0.21,2.2,470,26.0,48.0,8.47,0.77,9.7,6,0,0,1,0,0,0
2998,0.38,7.5,460,26.0,175.0,8.32,0.54,9.6,7,1,0,1,0,1,0
2999,0.47,1.7,540,17.0,32.0,8.15,0.67,10.6,7,0,1,0,0,0,0
3000,0.39,4.3,300,31.0,127.0,8.46,0.36,12.8,10,1,0,1,0,0,0
3001,0.39,1.8,430,21.0,159.0,8.52,0.47,10.0,7,1,1,0,1,0,0
3002,0.26,5.2,240,36.0,135.0,8.16,0.72,10.7,9,1,1,0,0,0,0
3003,0.39,1.4,200,12.0,66.0,8.25,0.75,11.3,9,1,1,0,0,0,0
3004,0.18,1.2,310,40.0,114.0,8.42,0.4,11.0,9,1,1,0,0,0,0
3005,0.21,2.2,710,7.0,28.0,8.28,0.55,9.7,5,0,0,1,0,1,0
3006,0.21,1.8,810,14.0,31.0,8.59,0.66,9.8,5,0,1,0,1,1,0
3007,0.52,1.7,290,5.0,61.0,8.07,0.43,10.4,7,1,0,1,0,0,0
3008,0.19,10.5,600,15.0,82.0,8.13,0.38,9.9,6,1,0,1,0,0,0
3009,0.18,1.6,780,10.0,21.0,8.15,0.49,9.9,5,0,0,1,0,1,0
3010,0.34,6.4,420,16.0,111.0,7.99,0.4,10.8,8,1,1,0,1,0,0
3011,0.31,1.6,400,39.0,173.0,8.19,0.51,11.4,8,1,1,0,0,0,0
3012,0.53,3.4,1280,7.0,21.0,8.17,0.84,12.2,7,0,1,0,1,1,0
3013,0.2,12.6,450,45.0,187.0,8.33,0.42,9.5,7,1,1,0,0,0,0
3014,0.22,8.1,340,55.0,203.0,8.19,0.52,8.9,7,1,1,0,0,0,0
3015,0.41,1.3,470,45.0,104.0,8.33,0.51,10.6,8,1,0,1,0,0,0
3016,0.24,12.1,500,55.0,164.0,8.34,0.39,9.4,7,1,1,0,0,0,0
3017,0.25,2.9,770,21.0,45.0,8.49,0.96,12.1,6,0,0,1,0,1,0
3018,0.34,2.4,220,34.0,97.0,8.22,0.38,12.8,9,1,1,0,0,1,0
3019,0.28,7.5,340,40.0,197.0,8.14,0.6,9.7,7,1,0,1,0,0,0
3020,0.32,6.2,480,47.0,161.0,8.22,0.6,11.0,8,1,1,0,0,0,0
3021,0.49,10.4,480,52.0,195.0,8.31,0.44,10.2,8,1,1,0,0,0,0
3022,0.3,1.6,450,36.0,139.0,8.11,0.49,9.3,7,1,1,0,0,0,0
3023,0.21,1.7,450,57.0,135.0,8.32,0.44,9.5,5,0,1,0,1,0,0
3024,0.27,15.5,500,25.0,135.0,7.9,0.43,8.7,9,1,1,0,1,0,0
3025,0.32,6.4,340,28.0,97.0,8.23,0.44,11.8,8,1,0,1,0,0,0
3026,0.3,5.3,380,20.0,125.0,8.36,0.73,12.6,8,1,1,0,0,1,0
3027,0.34,3.6,400,29.0,121.0,8.28,0.48,12.1,9,1,1,0,0,0,0
3028,0.05,2.3,810,16.0,36.0,8.38,0.6,10.3,6,0,0,1,0,1,0
3029,0.25,3.2,480,10.0,57.0,8.36,0.52,9.5,6,1,0,0,1,1,0
3030,0.37,5.1,470,46.0,201.0,8.08,0.65,10.5,6,1,1,0,0,1,0
3031,0.57,2.4,930,30.0,52.0,8.19,0.76,11.6,7,0,0,1,0,1,0
3032,0.3,4.1,540,23.0,116.0,7.99,0.38,9.4,8,1,1,0,0,0,0
3033,0.45,3.3,600,20.0,49.0,8.13,0.54,9.6,5,0,1,0,0,0,0
3034,0.38,4.9,390,22.0,86.0,8.23,0.58,13.1,9,1,0,1,0,0,0
3035,0.49,5.9,530,22.0,118.0,8.36,0.36,9.4,8,1,1,0,1,0,0
3036,0.4,6.9,500,30.0,97.0,8.26,0.44,10.1,8,1,1,0,0,0,0
3037,0.31,1.5,350,17.0,83.0,8.32,0.44,11.1,9,1,1,0,0,0,0
3038,0.23,8.3,510,28.0,91.0,8.44,0.55,12.1,6,0,0,1,0,0,0
3039,0.14,2.4,850,21.0,40.0,8.43,0.63,9.7,6,0,1,0,0,1,0
3040,0.33,1.9,740,27.0,85.0,8.41,0.58,9.0,5,0,1,0,0,1,0
3041,0.31,2.4,140,15.0,143.0,8.03,0.65,12.0,6,1,1,0,0,0,0
3042,0.58,3.5,940,9.0,43.0,8.29,0.58,9.0,5,0,1,0,0,1,0
3043,0.23,2.0,680,28.0,138.0,8.11,0.62,9.8,7,1,0,1,0,0,0
3044,0.05,1.5,630,17.0,120.0,8.21,0.56,9.2,8,1,1,0,0,1,0
3045,0.48,2.2,1150,29.0,104.0,8.24,0.58,12.1,8,1,1,0,0,0,0
3046,0.18,2.9,890,12.0,74.0,8.14,0.54,9.4,5,0,0,1,0,1,0
3047,0.32,3.7,320,29.0,193.0,8.1,0.67,12.5,8,1,1,0,0,0,0
3048,0.4,2.4,540,18.0,151.0,8.04,0.46,9.3,6,1,1,0,0,0,0
3049,0.31,1.5,410,34.0,121.0,8.06,0.46,10.5,8,1,1,0,1,0,0
3050,0.24,2.0,780,10.0,28.0,8.45,0.78,9.5,6,0,0,1,0,1,0
3051,0.0,10.2,380,13.0,111.0,8.44,0.46,12.4,8,1,1,0,0,0,0
3052,0.34,2.0,370,40.0,108.0,8.19,0.5,12.3,8,1,1,0,0,0,0
3053,0.27,4.6,500,23.0,98.0,8.08,0.47,9.5,8,1,1,0,1,0,0
3054,0.4,5.7,520,56.0,152.0,8.16,0.88,10.5,8,1,1,0,0,0,0
3056,0.22,1.2,380,5.0,124.0,8.1,0.37,11.2,6,1,1,0,0,0,0
3057,0.03,1.6,720,17.0,42.0,8.37,0.48,9.0,4,0,0,1,0,1,0
3058,0.24,1.3,440,38.0,128.0,8.77,0.6,10.6,7,1,1,0,1,0,0
3059,0.44,1.6,1470,36.0,51.0,8.38,0.86,9.9,4,0,1,0,0,1,0
3060,0.38,6.8,450,29.0,122.0,8.19,0.37,12.6,9,1,1,0,0,1,0
3061,0.19,14.5,420,37.0,115.0,8.16,0.43,10.3,7,1,0,1,0,0,0
3062,0.05,2.3,810,16.0,36.0,8.38,0.6,10.3,6,0,0,1,0,1,0
3063,0.32,18.75,470,32.0,193.0,8.1,0.5,9.3,9,1,1,0,1,0,0
3064,0.37,1.1,430,36.0,113.0,8.39,0.48,12.7,10,1,0,1,0,0,0
3065,0.24,10.0,930,35.0,197.0,8.41,0.47,9.0,7,1,0,1,0,1,0
3066,0.24,9.0,300,42.0,219.0,8.47,0.46,10.2,8,1,1,0,0,0,0
3067,0.31,6.5,290,53.0,160.0,8.03,0.38,10.9,8,1,1,0,1,0,0
3068,0.26,6.0,340,42.0,134.0,8.38,0.38,12.3,9,1,0,1,0,0,0
3069,0.24,13.8,470,44.0,112.0,7.97,0.66,8.8,8,1,1,0,0,0,0
3070,0.42,1.1,360,19.0,113.0,8.1,0.46,12.6,9,1,0,1,0,0,0
3071,0.47,11.6,480,62.0,210.0,8.19,0.5,9.5,7,1,1,0,0,0,0
3072,0.07,1.6,760,6.0,15.0,8.44,0.58,10.7,5,0,0,0,1,1,0
3073,0.35,6.3,360,12.0,126.0,8.16,0.39,12.0,9,1,0,1,0,0,0
3074,0.33,1.8,590,16.0,28.0,8.36,0.64,10.1,6,0,1,0,1,1,0
3075,0.21,1.5,690,4.0,9.0,8.16,0.54,9.8,6,0,0,1,0,1,0
3076,0.35,13.5,380,49.0,118.0,8.0,0.63,10.7,8,1,1,0,1,0,0
3077,0.44,7.1,480,49.0,179.0,8.15,0.48,9.2,7,1,1,0,0,0,0
3078,0.3,8.5,590,24.0,152.0,8.46,0.64,11.0,9,1,0,1,0,0,0
3079,0.01,1.8,880,12.0,18.0,8.32,0.56,10.5,7,0,0,1,0,1,0
3080,0.36,4.6,420,56.0,178.0,8.29,0.47,12.0,8,1,0,1,0,0,0
3081,0.35,1.2,380,22.0,167.0,8.1,0.48,10.6,8,1,1,0,0,0,0
3082,0.32,1.5,440,19.0,142.0,8.1,0.43,9.9,8,1,1,0,0,0,0
3083,0.2,1.8,770,11.0,65.0,8.54,0.58,9.3,5,0,1,0,1,1,0
3084,0.14,1.2,550,24.0,84.0,8.15,0.43,8.9,7,1,0,1,0,0,0
3085,0.26,7.9,500,53.0,180.0,8.14,0.5,9.6,7,1,0,1,0,0,0
3086,0.28,3.3,440,18.0,91.0,8.42,0.64,10.8,8,1,1,0,1,0,0
3087,0.45,5.4,300,15.0,118.0,8.14,0.34,9.6,7,1,1,0,1,1,0
3088,0.29,1.8,360,38.0,102.0,8.08,0.42,13.7,9,1,1,0,0,0,0
3090,0.28,8.7,470,52.0,242.0,8.22,0.53,10.5,8,1,1,0,1,0,0
3091,0.24,2.2,950,19.0,42.0,8.57,0.57,11.7,6,0,0,1,0,0,0
3092,0.32,9.2,380,54.0,191.0,8.04,0.56,9.7,8,1,1,0,0,0,0
3093,0.51,7.6,490,35.0,200.0,8.16,0.54,9.4,6,1,1,0,0,0,0
3094,0.08,4.9,460,34.0,144.0,8.1,0.56,10.0,7,1,1,0,0,1,0
3095,0.43,1.7,670,22.0,50.0,8.38,0.6,11.9,6,0,1,0,0,0,0
3096,0.05,1.9,660,9.0,17.0,8.52,0.78,10.6,5,0,1,0,1,1,0
3097,0.41,1.3,360,42.0,118.0,8.04,0.64,11.73333333,8,1,1,0,0,0,0
3098,0.55,2.0,730,25.0,49.0,8.1,0.76,10.3,6,0,1,0,0,1,0
3102,0.38,4.75,330,23.0,94.0,8.42,0.42,11.8,9,1,0,1,0,0,0
3103,0.37,1.8,510,13.0,200.0,8.49,0.44,10.5,6,1,0,1,0,0,0
3104,0.29,7.3,440,56.0,244.0,8.36,0.55,10.0,8,1,0,1,0,0,0
3105,0.5,1.8,710,7.0,16.0,8.21,0.69,12.5,8,0,1,0,0,1,0
3106,0.19,7.8,400,48.0,184.0,8.16,0.5,9.4,7,1,1,0,0,0,0
3107,0.39,1.2,360,32.0,85.0,8.16,0.5,10.5,7,1,1,0,1,0,0
3108,0.49,1.6,650,17.0,143.0,8.22,0.52,9.2,8,1,1,0,0,0,0
3109,0.38,1.0,270,31.0,90.0,8.24,0.36,12.3,8,1,1,0,0,0,0
3110,0.32,1.4,400,35.0,106.0,8.16,0.66,12.0,7,1,1,0,1,0,0
3111,0.28,9.4,560,29.0,183.0,8.17,0.43,9.4,7,1,1,0,0,1,0
3112,0.42,7.4,440,56.0,189.0,8.22,0.48,9.3,8,1,1,0,0,0,0
3113,0.3,8.4,300,35.0,115.0,7.93,0.42,12.3,8,1,1,0,0,0,0
3114,0.31,1.7,350,24.0,79.0,8.27,0.69,11.4,9,1,1,0,0,0,0
3115,0.13,4.5,390,17.0,116.0,8.42,0.9,13.7,9,1,1,0,0,1,0
3116,0.27,1.7,380,41.0,150.0,8.49,0.71,10.5,9,1,1,0,0,0,0
3117,0.31,2.8,890,15.0,46.0,8.11,0.92,10.0,6,0,0,1,0,1,0
3118,0.68,2.9,850,17.0,43.0,8.06,0.8,10.0,6,0,1,0,0,1,0
3119,0.27,1.2,400,25.0,106.0,8.01,0.55,10.4,7,1,0,1,0,0,0
3120,0.35,7.7,310,36.0,135.0,8.19,0.37,10.5,7,1,1,0,0,0,0
3121,0.3,12.9,490,32.0,88.0,8.2,0.35,9.9,8,1,1,0,1,0,0
3122,0.43,15.0,530,60.0,184.0,8.28,0.79,8.8,8,1,1,0,0,0,0
3123,0.26,7.9,340,39.0,123.0,7.99,0.3,12.2,9,1,0,1,0,0,0
3124,0.41,2.3,340,22.0,145.0,8.06,0.52,11.0,8,1,1,0,0,1,0
3125,0.37,13.1,330,52.0,151.0,8.18,0.79,10.4,8,1,1,0,1,0,0
3126,0.26,1.7,630,3.0,11.0,8.39,0.54,13.5,6,0,1,0,0,0,0
3127,0.36,2.0,380,20.0,249.5,8.37,0.79,11.3,8,1,1,0,1,0,0
3128,0.32,3.8,440,13.0,116.0,8.39,0.44,11.8,9,1,0,1,0,0,0
3129,0.3,1.0,310,23.0,73.0,8.23,0.52,11.3,8,1,1,0,1,0,0
3130,0.58,1.9,700,15.0,40.0,8.06,0.49,9.0,5,0,1,0,0,1,0
3131,0.09,2.3,650,7.0,37.0,8.32,0.55,9.0,6,0,0,0,0,0,1
3132,0.38,2.5,810,34.0,66.0,8.15,0.58,9.8,5,0,1,0,0,1,0
3133,0.4,2.9,980,10.0,26.0,8.48,0.91,9.7,5,0,1,0,0,0,0
3134,0.22,4.8,520,49.0,142.0,8.14,0.62,9.2,7,1,1,0,0,1,0
3135,0.09,2.5,810,15.0,26.0,8.57,0.63,12.0,5,0,1,0,1,1,0
3136,0.34,1.3,350,27.0,82.0,8.18,0.44,12.2,8,1,1,0,0,0,0
3137,0.29,1.0,360,26.0,101.0,8.09,0.37,11.7,8,1,1,0,1,0,0
3138,0.35,2.8,860,28.0,52.0,8.31,0.62,10.8,5,0,1,0,1,1,0
3139,0.16,1.3,600,36.0,126.0,8.13,0.46,8.7,8,1,1,0,0,0,0
3140,0.36,1.5,310,38.0,147.0,8.35,0.56,11.0,8,1,1,0,0,0,0
3141,0.42,7.4,440,56.0,189.0,8.22,0.48,9.3,8,1,1,0,0,0,0
3142,0.37,8.5,360,46.0,153.0,8.2,0.48,9.4,8,1,1,0,0,0,0
3143,0.24,15.4,550,46.0,198.0,8.12,0.49,8.8,7,1,0,1,0,0,0
3144,0.22,16.7,460,38.0,133.0,8.22,0.67,10.4,8,1,0,1,0,0,0
3145,0.36,17.2,390,37.0,130.0,8.23,0.43,8.8,8,1,1,0,0,0,0
3146,0.23,17.3,470,37.0,118.0,8.08,0.46,8.8,8,1,1,0,0,0,0
3147,0.27,3.9,430,52.0,158.0,8.35,0.44,10.7,9,1,1,0,0,0,0
3148,0.09,2.5,910,20.0,49.0,8.34,0.86,10.6,7,0,0,1,0,1,0
3149,0.33,3.5,330,25.0,116.0,8.2,0.44,11.7,8,1,0,1,0,0,0
3150,0.21,2.2,880,21.0,39.0,8.33,0.83,11.1,6,0,0,1,0,1,0
3151,0.24,8.1,1210,32.0,162.0,8.17,0.38,10.4,10,1,1,0,1,0,0
3152,0.39,3.9,340,22.0,122.0,8.29,0.67,12.8,9,1,0,1,0,1,0
3153,0.32,1.6,390,10.0,124.0,8.3,0.67,9.6,7,1,0,1,0,0,0
3154,0.43,1.65,680,5.0,11.0,8.19,0.46,11.4,5,0,0,1,0,0,0
3155,0.3,4.6,600,29.0,154.0,8.23,0.49,12.2,10,1,1,0,0,0,0
3156,0.52,7.9,490,35.0,192.0,8.16,0.51,9.5,8,1,1,0,0,0,0
3157,0.27,1.2,340,19.0,68.0,8.14,0.37,11.7,6,1,1,0,0,0,0
3158,0.33,3.5,490,10.0,40.0,8.14,0.36,9.8,8,1,1,0,0,0,0
3159,0.28,1.2,380,12.0,53.0,7.8,0.46,10.6,7,1,1,0,0,0,0
3160,0.46,1.45,390,77.5,223.0,7.92,0.46,9.5,8,1,1,0,0,0,0
3161,0.17,1.1,490,7.0,119.0,8.13,0.36,9.7,8,1,0,1,0,0,0
3162,0.18,7.7,430,57.0,200.0,8.17,0.44,9.4,8,1,0,1,0,0,0
3163,0.23,1.1,660,22.0,148.0,8.3,0.47,9.633333333,7,1,1,0,0,1,0
3164,0.24,7.8,520,54.0,214.0,8.13,0.47,8.9,7,1,1,0,0,0,0
3165,0.31,2.6,860,21.0,50.0,8.37,0.91,9.9,6,0,1,0,0,1,0
3166,0.41,13.7,450,44.0,197.0,8.18,0.64,9.1,7,1,0,1,0,0,0
3167,0.53,1.2,410,42.0,167.0,8.11,0.44,11.9,7,1,1,0,1,0,0
3168,0.32,1.4,220,17.0,47.0,8.35,0.35,11.5,8,1,1,0,0,0,0
3169,0.41,9.1,440,50.0,166.0,8.14,0.58,9.8,8,1,1,0,0,0,0
3170,0.33,2.7,950,28.0,89.0,8.22,0.68,10.0,5,0,1,0,0,1,0
3171,0.3,0.9,190,4.0,28.0,8.2,0.36,12.0,8,1,1,0,0,0,0
3172,0.05,2.7,750,15.0,27.0,8.26,0.61,9.1,5,0,1,0,1,1,0
3173,0.34,3.6,400,50.0,194.0,8.31,0.52,11.6,8,1,1,0,0,0,0
3174,0.31,4.5,460,42.0,124.0,8.31,0.64,10.8,8,1,1,0,0,0,0
3175,0.37,1.8,460,23.0,60.0,8.41,0.71,12.1,6,0,1,0,0,0,0
3176,0.29,7.1,360,28.0,100.0,8.08,0.36,9.3,8,1,1,0,0,0,0
