,song_name,artist_name,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature
5112,Breathe,['Fabolous'],spotify:track:18B0kNllS1JwrXYMCEFK7l,0.713,0.91,10,-5.586,0,0.282,0.34,0.0,0.304,0.51,83.028,spotify:track:18B0kNllS1JwrXYMCEFK7l,268960,4
5113,Fox On The Run,['Sweet'],spotify:track:2JOQYyJH6lG8hxpzmInRX0,0.413,0.822,4,-3.328,1,0.077,0.309,0.0,0.0834,0.367,127.852,spotify:track:2JOQYyJH6lG8hxpzmInRX0,212040,4
5114,I'm Not A Juvenile Delinquent,['Frankie Lymon & The Teenagers'],spotify:track:5VE4TMMzthDgUolI1ms8nX,0.733,0.454,5,-5.391,1,0.0385,0.75,0.0,0.132,0.599,104.524,spotify:track:5VE4TMMzthDgUolI1ms8nX,167693,4
5115,Secret Agent Man,['Johnny Rivers'],spotify:track:4AzlQn7g8PLEy4d7jk8fbI,0.497,0.774,4,-8.383,0,0.0819,0.572,0.0,0.679,0.92,79.86,spotify:track:4AzlQn7g8PLEy4d7jk8fbI,187640,4
5116,Waterfront - Remastered 2002,['Simple Minds'],spotify:track:3Mw3lZoplwJrVE5Qz7XRUx,0.541,0.789,2,-6.419,1,0.0321,0.000393,0.0489,0.166,0.48,120.117,spotify:track:3Mw3lZoplwJrVE5Qz7XRUx,289920,4
5117,I Can't Stand Up For Falling Down,['Elvis Costello & The Attractions'],spotify:track:5h0CMhpV8wmPfcmL3xXRkz,0.599,0.722,5,-7.7,1,0.0274,0.000527,0.724,0.0947,0.977,141.777,spotify:track:5h0CMhpV8wmPfcmL3xXRkz,126440,4
5118,Water Fountain,['Tune-Yards'],spotify:track:7JeYK1pt9Kds0E62S7uiIU,0.825,0.69,1,-6.234,1,0.065,0.00337,0.00277,0.367,0.589,110.488,spotify:track:7JeYK1pt9Kds0E62S7uiIU,183453,4
5119,Hang Up My Rock And Roll Shoes,['Chuck Willis'],spotify:track:0D2fdKZsVI19rtGHiqwefX,0.699,0.494,5,-10.204,1,0.0654,0.61,0.0,0.0924,0.876,131.308,spotify:track:0D2fdKZsVI19rtGHiqwefX,136657,4
5120,My Own Summer (Shove It),['Deftones'],spotify:track:1158ckiB5S4cpsdYHDB9IF,0.443,0.781,1,-4.277,1,0.0377,1.33e-05,0.205,0.166,0.372,71.841,spotify:track:1158ckiB5S4cpsdYHDB9IF,214760,4
5121,Police & Thieves - Remastered,['The Clash'],spotify:track:6IMlcKjsIM3l3yXWykTa3y,0.721,0.488,4,-10.294,0,0.067,0.0289,0.038,0.18,0.884,152.287,spotify:track:6IMlcKjsIM3l3yXWykTa3y,363373,4
5122,Raw (Edit) - 45 Version,['Big Daddy Kane'],spotify:track:5TDEIDElkU2hrMnusjPLNu,0.947,0.672,4,-13.819,0,0.349,0.0662,0.0,0.0547,0.741,109.55,spotify:track:5TDEIDElkU2hrMnusjPLNu,248267,4
5123,Country Girl,['Primal Scream'],spotify:track:6t8NCBZWMOxj2Odg9gIBOF,0.473,0.956,5,-3.171,0,0.102,0.000305,9.81e-05,0.529,0.328,124.249,spotify:track:6t8NCBZWMOxj2Odg9gIBOF,271333,4
5124,I Want To Break Free - Remastered 2011,['Queen'],spotify:track:1MsBRSbt5dqJSw3RxXtvCM,0.875,0.407,4,-10.505,1,0.0376,0.0769,0.000785,0.116,0.777,109.088,spotify:track:1MsBRSbt5dqJSw3RxXtvCM,198773,4
5125,Tramp the Dirt Down,['Elvis Costello'],spotify:track:2pvGHaskdT2ZrKlXCVr03g,0.403,0.272,7,-9.955,1,0.03,0.485,0.0,0.326,0.302,143.598,spotify:track:2pvGHaskdT2ZrKlXCVr03g,341333,3
5126,Nite Klub - Feat. Rico; 2002 Remastered Version,['The Specials Featuring Rico'],spotify:track:2wpQZvvrg6zUBPPBdWgcLK,0.581,0.815,9,-7.575,1,0.118,0.346,0.0156,0.306,0.963,79.854,spotify:track:2wpQZvvrg6zUBPPBdWgcLK,202987,4
5127,Sleep the Clock Around,['Belle & Sebastian'],spotify:track:2WXuEYmzKaQQJbrhLnYYJV,0.627,0.518,1,-9.141,0,0.0412,0.138,0.608,0.0478,0.618,77.502,spotify:track:2WXuEYmzKaQQJbrhLnYYJV,298133,4
5128,Debonair - Remastered,['The Afghan Whigs'],spotify:track:5bgTWDN7CkQWbLJrtmIvSh,0.355,0.881,7,-6.236,1,0.0708,0.000121,0.143,0.0746,0.595,99.895,spotify:track:5bgTWDN7CkQWbLJrtmIvSh,254040,4
5129,Saturday Night Special,['Lynyrd Skynyrd'],spotify:track:1l8lIfIK1Ydn8sosvC15CL,0.563,0.561,9,-11.259,1,0.0537,0.0151,0.000203,0.13,0.599,121.174,spotify:track:1l8lIfIK1Ydn8sosvC15CL,309627,4
5130,Loves Me Like a Rock,['Paul Simon'],spotify:track:5F4ksIKmuXEtgBf6SfEQRr,0.649,0.584,7,-10.518,1,0.0674,0.256,0.0,0.199,0.75,144.972,spotify:track:5F4ksIKmuXEtgBf6SfEQRr,213453,4
5131,Stolen Car,['Bruce Springsteen'],spotify:track:6iXyMQAaSfGWe1DmRcf0D5,0.454,0.104,7,-20.552,1,0.0332,0.615,0.14,0.067,0.0833,108.157,spotify:track:6iXyMQAaSfGWe1DmRcf0D5,232840,4
5132,I Apologize,['Hüsker Dü'],spotify:track:5zHHH6c4iROy8EexFDlKri,0.335,0.927,7,-8.355,1,0.0572,0.0024,0.112,0.335,0.459,100.792,spotify:track:5zHHH6c4iROy8EexFDlKri,217427,4
5133,Thunderstruck,['AC/DC'],spotify:track:57bgtoPSgt236HzfBOd8kj,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,spotify:track:57bgtoPSgt236HzfBOd8kj,292880,4
5134,Bank Head,"['Kingdom', 'Kelela']",spotify:track:5BdSApBxtLlGjrarGKS7Aj,0.712,0.788,9,-6.911,1,0.0773,0.115,0.0248,0.0856,0.604,134.978,spotify:track:5BdSApBxtLlGjrarGKS7Aj,260085,4
5135,My Little Town,['Simon & Garfunkel'],spotify:track:3obrfotpr4kLCKiOu2GZ4Q,0.665,0.535,2,-7.766,1,0.0308,0.468,0.00156,0.0819,0.429,122.126,spotify:track:3obrfotpr4kLCKiOu2GZ4Q,231947,4
5136,"Say Hello, Wave Goodbye - 7"" Single Version",['Soft Cell'],spotify:track:7uOzAJFCHdBAs301jGgpoq,0.478,0.471,0,-7.923,1,0.0283,0.0757,0.0,0.153,0.744,204.643,spotify:track:7uOzAJFCHdBAs301jGgpoq,321200,4
5137,I Got a Man (Re-Recorded / Remastered),['Positive K'],spotify:track:58WtNMWEy4w7HajPCWsvCL,0.905,0.828,1,-6.472,1,0.305,0.166,0.0,0.328,0.945,104.013,spotify:track:58WtNMWEy4w7HajPCWsvCL,200032,4
5138,Unsatisfied,['The Replacements'],spotify:track:4QuYdbaC0j3lzmt5hLgMjj,0.529,0.811,0,-7.343,1,0.0318,0.0481,0.000358,0.367,0.438,121.259,spotify:track:4QuYdbaC0j3lzmt5hLgMjj,241773,4
5139,Det snurrar i min skalle,['Familjen'],spotify:track:3b7fBk9K03QWUg6F3w1G12,0.641,0.802,7,-5.383,1,0.0471,0.000119,0.0277,0.0611,0.929,130.017,spotify:track:3b7fBk9K03QWUg6F3w1G12,254467,4
5140,You're Gonna Get Yours,['Public Enemy'],spotify:track:1C4ieEpmwmRV6qRhyhf5YI,0.803,0.774,8,-13.802,0,0.231,0.0473,0.0,0.342,0.744,103.224,spotify:track:1C4ieEpmwmRV6qRhyhf5YI,244040,4
5141,Jack-Ass,['Beck'],spotify:track:7jPZO6Xm4opMtXZEH88XbD,0.707,0.527,2,-7.052,1,0.0284,0.184,0.0,0.0788,0.853,106.681,spotify:track:7jPZO6Xm4opMtXZEH88XbD,241173,4
5142,Choice of Colors - Single Version,['The Impressions'],spotify:track:28tgHkgZoBWHsmbzmI41Yt,0.553,0.519,6,-7.645,1,0.0646,0.196,0.000435,0.0562,0.571,87.152,spotify:track:28tgHkgZoBWHsmbzmI41Yt,200400,4
5143,Summon The Fire,['The Comet Is Coming'],spotify:track:5c44MldQ2CvroamP73V1lp,0.537,0.786,8,-7.035,1,0.0407,0.00427,0.697,0.893,0.451,165.395,spotify:track:5c44MldQ2CvroamP73V1lp,235200,4
5144,Knotty Pine,"['Dirty Projectors', 'David Byrne']",spotify:track:5bgcHTAxkDkHCqaIJ0Xc1D,0.815,0.827,9,-5.279,1,0.0413,0.048,0.000325,0.189,0.955,123.956,spotify:track:5bgcHTAxkDkHCqaIJ0Xc1D,145027,4
5145,The Healer,['Erykah Badu'],spotify:track:0O27ZJm3Tk36MVrrJUccES,0.783,0.395,11,-10.249,0,0.162,0.00142,0.0338,0.368,0.277,90.172,spotify:track:0O27ZJm3Tk36MVrrJUccES,239080,4
5146,Just the Two of Us,"['Grover Washington, Jr.']",spotify:track:5fdNHVZHbWB1AaXk4RBGVD,0.743,0.43,10,-14.575,0,0.0906,0.445,0.363,0.0455,0.593,95.406,spotify:track:5fdNHVZHbWB1AaXk4RBGVD,443773,4
5147,Rocket Queen,"[""Guns N' Roses""]",spotify:track:5j6WdDC183izbbjedKsSAe,0.463,0.943,10,-7.95,1,0.0419,0.0303,0.213,0.0251,0.55,111.577,spotify:track:5j6WdDC183izbbjedKsSAe,375307,4
5148,Holiday / Boulevard of Broken Dreams,['Green Day'],spotify:track:0MsrWnxQZxPAcov7c74sSo,0.29,0.827,8,-3.451,1,0.0362,0.000659,2.55e-06,0.301,0.45,167.086,spotify:track:0MsrWnxQZxPAcov7c74sSo,493400,4
5149,Let Forever Be,['The Chemical Brothers'],spotify:track:3m1JFLpKLYgMi1jf6Bu16P,0.252,0.872,8,-3.752,1,0.0777,0.00912,8.79e-06,0.109,0.399,126.938,spotify:track:3m1JFLpKLYgMi1jf6Bu16P,236360,4
5150,Gay Bar,['Electric Six'],spotify:track:1bs2kmXeGoo8HEQaNDL1sT,0.394,0.976,7,-5.248,1,0.0931,0.00013,0.00123,0.161,0.312,171.986,spotify:track:1bs2kmXeGoo8HEQaNDL1sT,140907,4
5151,Lovin' You,['Minnie Riperton'],spotify:track:3ebYtLVuV4HzEZUDcpZB9p,0.387,0.164,9,-14.617,1,0.085,0.962,0.0,0.0817,0.409,72.029,spotify:track:3ebYtLVuV4HzEZUDcpZB9p,223144,4
5152,"Monday, Monday",['The Mamas & The Papas'],spotify:track:08TumEYpv0vX1mEOyB4c0r,0.491,0.48,1,-11.165,1,0.0283,0.723,0.0,0.222,0.754,110.41,spotify:track:08TumEYpv0vX1mEOyB4c0r,204173,4
5153,La Muralla Verde,['Los Enanitos Verdes'],spotify:track:1qvY1z3Wm3sAYeHfPTnrbI,0.724,0.856,8,-6.119,0,0.0283,0.0653,1.85e-06,0.354,0.891,129.794,spotify:track:1qvY1z3Wm3sAYeHfPTnrbI,161800,4
5154,Pachuco - Remasterizado,['Maldita Vecindad Y Los Hijos Del 5to. Patio'],spotify:track:6a4WnP0JHGU7JxdjnHaP8x,0.623,0.998,9,-1.924,0,0.0568,0.22,0.019,0.209,0.557,108.118,spotify:track:6a4WnP0JHGU7JxdjnHaP8x,194293,4
5155,Under My Wheels,['Alice Cooper'],spotify:track:6TPMFSJFmyIohTM5El90Po,0.239,0.798,5,-13.952,1,0.0671,0.000485,0.376,0.141,0.292,141.228,spotify:track:6TPMFSJFmyIohTM5El90Po,171560,4
5156,L'Aziza,['Daniel Balavoine'],spotify:track:0LIxPbBWkkK5zkPHiSllGp,0.691,0.712,0,-9.498,0,0.0295,0.357,9.09e-05,0.209,0.569,123.407,spotify:track:0LIxPbBWkkK5zkPHiSllGp,260107,4
5157,Lullaby Of Birdland,"['Sarah Vaughan', 'Clifford Brown']",spotify:track:5pQASzpgYM3rqhxXVSRh2P,0.576,0.36,11,-12.395,0,0.103,0.802,0.0,0.169,0.497,122.466,spotify:track:5pQASzpgYM3rqhxXVSRh2P,237633,4
5158,tonite,['LCD Soundsystem'],spotify:track:2iQov70C2Cs6KCu8Dk8wW1,0.766,0.787,2,-8.284,1,0.0565,0.0692,0.00466,0.434,0.839,121.105,spotify:track:2iQov70C2Cs6KCu8Dk8wW1,347347,4
5159,Baby What You Want Me To Do,['Jimmy Reed'],spotify:track:05oMNN5Rbv6rVqyFFG9uTl,0.582,0.302,9,-11.624,1,0.0353,0.947,0.0107,0.0931,0.642,94.288,spotify:track:05oMNN5Rbv6rVqyFFG9uTl,144427,4
5160,Andalucia,['John Cale'],spotify:track:2dloiby9BpSCmfOTc9o5go,0.516,0.25,5,-17.421,1,0.0271,0.914,0.145,0.0973,0.339,98.213,spotify:track:2dloiby9BpSCmfOTc9o5go,234186,4
5161,Something To Talk About,['Badly Drawn Boy'],spotify:track:1FhxuPSq8Mpk5d0PpGP6o8,0.594,0.61,0,-9.907,1,0.0255,0.0798,0.102,0.104,0.51,120.475,spotify:track:1FhxuPSq8Mpk5d0PpGP6o8,220867,4
5162,Wave of Mutilation,['Pixies'],spotify:track:1yJiE307EBIzOB9kqH1deb,0.59,0.77,10,-12.147,1,0.0346,0.000272,0.411,0.0811,0.737,132.613,spotify:track:1yJiE307EBIzOB9kqH1deb,124773,4
5163,Feel like Makin' Love - 2015 Remaster,['Bad Company'],spotify:track:2ljs8aTckRnCuQP9MxqoFO,0.534,0.546,7,-9.67,1,0.031,0.347,0.0036,0.633,0.762,85.357,spotify:track:2ljs8aTckRnCuQP9MxqoFO,314600,4
5164,Let Your Backbone Slide - Power Mix,['Maestro Fresh Wes'],spotify:track:2TunJmf5Qbd5sZmOcMILzm,0.923,0.79,7,-13.189,1,0.213,0.0495,0.0,0.106,0.727,113.665,spotify:track:2TunJmf5Qbd5sZmOcMILzm,299693,4
5165,Mack the Knife,['Louis Armstrong'],spotify:track:6UzB08tBJ5EZbng34zqCpy,0.682,0.419,0,-12.513,1,0.0657,0.573,0.0,0.258,0.717,89.023,spotify:track:6UzB08tBJ5EZbng34zqCpy,201400,4
5166,Malibu,['Hole'],spotify:track:1FLxW6LI6PZK8InYyYFULw,0.529,0.913,2,-5.85,1,0.0357,0.000976,0.0,0.181,0.674,122.344,spotify:track:1FLxW6LI6PZK8InYyYFULw,230107,4
5167,Lollipop,"['Lil Wayne', 'Static Major']",spotify:track:5jnxxpX2834SB6LJ0S73Uz,0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,spotify:track:5jnxxpX2834SB6LJ0S73Uz,299333,4
5168,Did You See,['J Hus'],spotify:track:6DXEZzM4wBa3EOl0NCNSvz,0.579,0.579,11,-6.787,0,0.394,0.387,0.0,0.17,0.842,104.757,spotify:track:6DXEZzM4wBa3EOl0NCNSvz,181413,4
5169,Dancing Machine,['The Jackson 5'],spotify:track:40yMSLSoi64msQHBhWMayx,0.776,0.794,6,-7.722,1,0.0723,0.133,2.35e-05,0.689,0.845,109.277,spotify:track:40yMSLSoi64msQHBhWMayx,161813,4
5170,Hot Love - A Side,['T. Rex'],spotify:track:1FvG5AZm68WSFQj3fJywoy,0.565,0.543,11,-8.505,0,0.0376,0.0839,0.0521,0.0867,0.486,130.983,spotify:track:1FvG5AZm68WSFQj3fJywoy,295480,4
5171,The Underside of Power,['Algiers'],spotify:track:2pkY5WY0A0L7GOdwwK2Sqc,0.35,0.97,5,-0.358,0,0.0467,0.0462,1.47e-05,0.133,0.239,140.004,spotify:track:2pkY5WY0A0L7GOdwwK2Sqc,252301,4
5172,Angel,['Aretha Franklin'],spotify:track:3JtIAjQfAdGfUhQ7iZrbvM,0.27,0.577,0,-8.195,1,0.0579,0.755,0.127,0.139,0.362,170.25,spotify:track:3JtIAjQfAdGfUhQ7iZrbvM,268040,4
5173,Bruxelles,['Dick Annegarn'],spotify:track:0lMd5ipMDVklF9eAqumM9t,0.435,0.28,4,-13.443,1,0.045,0.756,0.0,0.0917,0.213,133.827,spotify:track:0lMd5ipMDVklF9eAqumM9t,149707,4
5174,Heart Of Stone,['The Rolling Stones'],spotify:track:3wx4JLNltu00pErHPgsrGJ,0.38,0.619,0,-10.259,1,0.0339,0.15,0.0123,0.0869,0.618,186.787,spotify:track:3wx4JLNltu00pErHPgsrGJ,169413,3
5175,Dr. Feelgood,['Mötley Crüe'],spotify:track:3U6sjwor2GyL9gwiolSi1Q,0.537,0.968,2,-3.957,1,0.0705,0.000668,0.00945,0.231,0.348,110.966,spotify:track:3U6sjwor2GyL9gwiolSi1Q,289920,4
5176,Always On The Run,['Lenny Kravitz'],spotify:track:3xxBAMUVusDLjLFwwL9qoY,0.52,0.875,9,-8.075,1,0.151,0.0215,0.03,0.0709,0.887,169.214,spotify:track:3xxBAMUVusDLjLFwwL9qoY,233067,4
5177,Infected,['The The'],spotify:track:5GXPgN91PLcJuW0za0syf9,0.51,0.98,4,-3.988,1,0.132,0.00292,0.0251,0.125,0.521,92.915,spotify:track:5GXPgN91PLcJuW0za0syf9,288733,4
5178,"Weekender - 12"" Version",['Flowered Up'],spotify:track:2gWoEsCYd7D5X1sLNsHVbp,0.529,0.878,0,-7.367,1,0.0878,0.00243,0.0757,0.726,0.346,108.967,spotify:track:2gWoEsCYd7D5X1sLNsHVbp,775160,4
5179,The First Picture of You,['The Lotus Eaters'],spotify:track:4cseDuT01VVlqFAoH3Ht2o,0.442,0.532,10,-16.046,1,0.0561,0.372,0.00897,0.207,0.434,163.031,spotify:track:4cseDuT01VVlqFAoH3Ht2o,218840,4
5180,Kim,['Eminem'],spotify:track:1LiTbwtgt8k0XgTkGebLIB,0.587,0.923,4,-3.05,0,0.441,0.0216,0.0,0.481,0.0778,142.075,spotify:track:1LiTbwtgt8k0XgTkGebLIB,377893,4
5181,Rockin' It,['The Fearless Four'],spotify:track:4xiVOMq6kEaucZR96Tqxvp,0.695,0.973,1,-5.772,0,0.1,0.143,0.0,0.712,0.628,94.982,spotify:track:4xiVOMq6kEaucZR96Tqxvp,389695,4
5182,In the Jailhouse Now,['Jimmie Rodgers'],spotify:track:5qhjl6GzrmwPYpJJFh2SRz,0.645,0.262,0,-11.427,1,0.0387,0.991,1.12e-06,0.155,0.665,163.036,spotify:track:5qhjl6GzrmwPYpJJFh2SRz,198067,4
5183,Right Here,['SWV'],spotify:track:0M7EuJmxnfbbVqBvIRu481,0.7,0.848,11,-10.079,0,0.0751,0.103,0.0121,0.0706,0.67,105.49,spotify:track:0M7EuJmxnfbbVqBvIRu481,278467,4
5184,I Hope You Dance,['Lee Ann Womack'],spotify:track:09k2b6shEz5Xd6cuo8DHWu,0.381,0.451,7,-9.592,0,0.0307,0.0569,0.0,0.112,0.244,151.109,spotify:track:09k2b6shEz5Xd6cuo8DHWu,294440,4
5185,Kill All Hippies,['Primal Scream'],spotify:track:3cp3OA33r1KKgQjFehvDLU,0.47,0.97,10,-5.175,0,0.0643,0.000516,0.711,0.321,0.642,166.009,spotify:track:3cp3OA33r1KKgQjFehvDLU,297467,4
5186,Radiation Vibe,['Fountains Of Wayne'],spotify:track:3XApt3UvXtv8y9S6DrAxCL,0.593,0.78,9,-6.281,1,0.0253,0.000125,0.000164,0.166,0.507,109.529,spotify:track:3XApt3UvXtv8y9S6DrAxCL,221173,4
5187,A quién le importa,['Alaska Y Dinarama'],spotify:track:7Eb5AYiiGWItBNddlmxvnh,0.568,0.849,7,-10.472,1,0.0338,0.008,0.000343,0.145,0.809,130.746,spotify:track:7Eb5AYiiGWItBNddlmxvnh,205307,4
5188,Foundations,['Kate Nash'],spotify:track:5JkTN6THtYH6bpOoHjOysc,0.502,0.904,0,-4.01,1,0.0774,0.0886,0.0,0.0839,0.868,84.461,spotify:track:5JkTN6THtYH6bpOoHjOysc,245173,4
5189,Run Through The Jungle,['Creedence Clearwater Revival'],spotify:track:2B9i8K60LxOChRDUnmx2Fk,0.659,0.686,7,-6.71,1,0.0392,0.0597,0.0145,0.0894,0.878,136.666,spotify:track:2B9i8K60LxOChRDUnmx2Fk,184640,4
5190,When I Grow Up,['Fever Ray'],spotify:track:39ZY25HkFmPcW32Yr7Mn5U,0.659,0.622,0,-9.641,1,0.0386,0.349,0.568,0.155,0.581,92.012,spotify:track:39ZY25HkFmPcW32Yr7Mn5U,269640,4
5191,Another Green World - Remastered 2004,['Brian Eno'],spotify:track:660j84jp8ljIwLFiAFprlb,0.171,0.00383,1,-21.71,1,0.0464,0.795,0.883,0.0755,0.458,76.214,spotify:track:660j84jp8ljIwLFiAFprlb,101707,1
5192,Stoned Love,['The Supremes'],spotify:track:25wLB50K4EG9Gl3YRiZ0vu,0.575,0.743,2,-8.397,1,0.0415,0.608,0.00239,0.352,0.604,119.499,spotify:track:25wLB50K4EG9Gl3YRiZ0vu,247493,4
5193,Saturday Night's Alright (For Fighting),['Elton John'],spotify:track:3ai4KT1bMfj6ToKa00SeH7,0.511,0.979,0,-5.799,1,0.0426,0.0229,0.0261,0.0624,0.958,152.422,spotify:track:3ai4KT1bMfj6ToKa00SeH7,293960,4
5194,Book Of Rules,['The Heptones'],spotify:track:6ObB3ZyEvBhS63dnJq8Usl,0.785,0.531,6,-14.137,1,0.0548,0.275,0.155,0.131,0.932,142.492,spotify:track:6ObB3ZyEvBhS63dnJq8Usl,211467,4
5195,The Unforgiven,['Metallica'],spotify:track:5SnOyuBtyzufoXBAKOdcxD,0.539,0.597,7,-9.581,1,0.0258,0.0108,0.00552,0.134,0.251,139.444,spotify:track:5SnOyuBtyzufoXBAKOdcxD,387133,4
5196,Within You Without You - Remastered,['The Beatles'],spotify:track:5uxGUVN5odlMcPKriOXuPv,0.352,0.479,6,-9.965,1,0.0338,0.339,0.000353,0.486,0.354,126.166,spotify:track:5uxGUVN5odlMcPKriOXuPv,304667,4
5197,Fade To Black,['Metallica'],spotify:track:12oSzrBIyirNs0aCwk6elL,0.258,0.907,7,-7.287,1,0.112,0.0183,0.201,0.11,0.317,113.679,spotify:track:12oSzrBIyirNs0aCwk6elL,417400,4
5198,I Wanna Be Where You Are,['Michael Jackson'],spotify:track:1iKdB72ocLQJ975PQtscKf,0.607,0.822,4,-10.02,0,0.0555,0.596,0.0027,0.169,0.682,103.803,spotify:track:1iKdB72ocLQJ975PQtscKf,180333,4
5199,Geraldine,['Glasvegas'],spotify:track:75UqWU4Y0YdCB9MrnKZZnC,0.466,0.837,0,-3.752,1,0.037,0.000348,7.83e-05,0.408,0.16,119.873,spotify:track:75UqWU4Y0YdCB9MrnKZZnC,225253,4
5200,Keep On Pushing - Single Version,['The Impressions'],spotify:track:6t8hL7S0HcUB5UKzwCsOm3,0.665,0.39,1,-12.2,0,0.0665,0.471,0.0,0.165,0.548,133.611,spotify:track:6t8hL7S0HcUB5UKzwCsOm3,150907,3
5201,Bad Time - Remastered 2002,['Grand Funk Railroad'],spotify:track:2DL5cXb2F3nvggbyTiNhzc,0.554,0.927,9,-3.163,0,0.0428,0.253,0.0,0.119,0.853,125.155,spotify:track:2DL5cXb2F3nvggbyTiNhzc,175360,4
5202,I'm A Loser - Remastered,['The Beatles'],spotify:track:5zs8tSd7ZvwBgr4NUmF5zM,0.492,0.628,7,-7.813,1,0.0439,0.567,1.07e-06,0.267,0.856,89.877,spotify:track:5zs8tSd7ZvwBgr4NUmF5zM,150027,4
5203,Jazz Thing,['Gang Starr'],spotify:track:14AV1E9OWYllbfrhRsJcpq,0.727,0.59,10,-13.956,0,0.258,0.18,1.9e-05,0.172,0.628,101.24,spotify:track:14AV1E9OWYllbfrhRsJcpq,288067,4
5204,A.M. 180,['Grandaddy'],spotify:track:1tMHDdJEz8MFrkPFgwFACG,0.296,0.432,5,-8.677,1,0.0316,0.00059,0.899,0.237,0.216,88.13,spotify:track:1tMHDdJEz8MFrkPFgwFACG,200667,4
5205,Eight Miles High,['Hüsker Dü'],spotify:track:2LXPIpt45CJ2dorhMNCE0F,0.183,0.938,7,-11.314,1,0.0681,6.27e-05,1.83e-06,0.326,0.184,160.257,spotify:track:2LXPIpt45CJ2dorhMNCE0F,236093,4
5206,Born to Be With You,['Dion'],spotify:track:7c8c4U4w6jM5S5f2bfBiJc,0.247,0.627,7,-9.603,1,0.0334,0.101,0.000681,0.0966,0.354,71.253,spotify:track:7c8c4U4w6jM5S5f2bfBiJc,411787,4
5207,Cecilia,['Simon & Garfunkel'],spotify:track:6pgQoiHr6U9SDt66lCyq0X,0.753,0.874,0,-8.626,1,0.0355,0.434,1.7e-05,0.138,0.939,102.728,spotify:track:6pgQoiHr6U9SDt66lCyq0X,174640,4
5208,L-O-V-E (Love),['Al Green'],spotify:track:0EwSN2Xr5YfzSYLsnUeyBz,0.698,0.463,5,-10.056,1,0.0282,0.0211,0.0,0.0633,0.782,109.409,spotify:track:0EwSN2Xr5YfzSYLsnUeyBz,186813,4
5209,"Take My Breath Away - Love Theme from ""Top Gun""",['Berlin'],spotify:track:1AAEWUVZpew24mP6nC1IU5,0.492,0.692,6,-9.955,1,0.0264,0.0165,0.0,0.786,0.497,96.024,spotify:track:1AAEWUVZpew24mP6nC1IU5,254520,4
5210,Flash,['Green Velvet'],spotify:track:65xRLXpxg7CnW5hddTjJzV,0.677,0.62,6,-7.773,0,0.0545,8.25e-05,0.529,0.104,0.502,127.994,spotify:track:65xRLXpxg7CnW5hddTjJzV,431140,4
5211,"Outstanding - Original 12"" Mix",['The Gap Band'],spotify:track:1MOl6vGP299N8vd4zaHMTE,0.797,0.504,6,-10.533,1,0.0411,0.406,0.015,0.0313,0.849,98.871,spotify:track:1MOl6vGP299N8vd4zaHMTE,376640,4
5212,Heart of the City,['Nick Lowe'],spotify:track:2ihMjQdHTgfFbUreKBXPOy,0.469,0.893,9,-9.683,1,0.0565,0.000551,0.000138,0.0556,0.712,87.757,spotify:track:2ihMjQdHTgfFbUreKBXPOy,127800,4
5213,The Boy In the Bubble,['Paul Simon'],spotify:track:00IrSynHsun7DpDrLkRIjM,0.62,0.703,2,-7.854,1,0.0836,0.479,0.0,0.14,0.559,136.155,spotify:track:00IrSynHsun7DpDrLkRIjM,239693,4
5214,Gold Dust Woman,['Fleetwood Mac'],spotify:track:7yldS1GOKvs0A9LOY07iCA,0.677,0.458,7,-14.684,1,0.0323,0.343,0.00225,0.0943,0.648,123.426,spotify:track:7yldS1GOKvs0A9LOY07iCA,302400,4
5215,Conquistador - 2009 Remaster Mono,['Procol Harum'],spotify:track:1JyZvuy2XufrVPYH75ZgV0,0.438,0.837,5,-6.416,0,0.0873,0.248,9.73e-05,0.135,0.616,125.092,spotify:track:1JyZvuy2XufrVPYH75ZgV0,158147,4
5216,She's in Parties (Single Edit),['Bauhaus'],spotify:track:6pKIlBv7WPbJsiLEiMdowL,0.29,0.943,9,-5.878,0,0.165,0.000726,0.000272,0.111,0.192,129.347,spotify:track:6pKIlBv7WPbJsiLEiMdowL,237973,4
5217,Pillow Talk,['Sylvia'],spotify:track:4JpFosTaIqKmvxYVzNMoKW,0.718,0.627,2,-8.684,1,0.0336,0.0055,4.23e-06,0.192,0.697,109.004,spotify:track:4JpFosTaIqKmvxYVzNMoKW,263053,4
5218,New York Is Killing Me,['Gil Scott-Heron'],spotify:track:1skF7P66ZBQo43Z13aSYK1,0.887,0.882,0,-6.434,1,0.229,0.162,0.243,0.197,0.765,103.02,spotify:track:1skF7P66ZBQo43Z13aSYK1,269920,4
5219,Barefoot In The Park (feat. ROSALÍA),"['James Blake', 'ROSALÍA']",spotify:track:3rDIv69iKUGLFAScfHwCYd,0.558,0.632,9,-8.339,0,0.284,0.832,0.105,0.198,0.519,161.764,spotify:track:3rDIv69iKUGLFAScfHwCYd,211200,4
